Year,line_no,DayType,sheet,Time_Range,direction_name_EastNorth,direction_name_WestSouth,Revenue_Hours,Service_Hours,Average_Trips_Per_Clock_Hour_Per_Direction,Average_APC_Boardings_Per_Revenue_Hour,Average_APC_Boardings_Per_Trip,Average_Peak_Passenger_Load_EastNorth,Average_Peak_Load_Factor_Percentage_EastNorth,Average_Peak_Passenger_Load_WestSouth,Average_Peak_Load_Factor_Percentage_WestSouth
2018,002,SAT,Fall,18:00-21:00,EAST,WEST,366.5,371.5,6,68.9477827732254,94.3240740740741,25.2009259259259,50.4018518518519,33.3648148148148,66.7296296296296
2018,002,SAT,Fall,21:00-24:00,EAST,WEST,228.5,241.5,4,67.5545647558386,85.9027777777778,16.7138888888889,33.4277777777778,37.5236111111111,75.0472222222222
2018,002,SAT,Fall,24:00-04:00,EAST,WEST,99.5,115,3.5,53.5309523809524,43.4791666666667,6.6,13.2,25.7097222222222,51.4194444444444
2018,002,SAT,Summer,04:00-06:00,EAST,WEST,5,15.8333333333333,1,23,11.5,8.1,16.2,NULL,NULL
2018,002,SAT,Summer,06:00-09:00,EAST,WEST,141.5,156.833333333333,4,47.0812136683643,56.7222222222222,20.6854497354497,41.3708994708995,17.6911111111111,35.3822222222222
2018,002,SAT,Summer,09:00-15:00,EAST,WEST,492.833333333333,501.166666666667,6,81.3426954236617,112.319444444444,35.1907407407407,70.3814814814815,34.6564814814815,69.312962962963
2018,002,SAT,Summer,15:00-18:00,EAST,WEST,270.666666666667,270.666666666667,6,107.003124371154,160.953703703704,49.0240740740741,98.0481481481481,47.8407407407407,95.6814814814815
2018,002,SAT,Summer,18:00-21:00,EAST,WEST,244.333333333333,247.666666666667,6,110.964454972226,150.486111111111,43.9398148148148,87.8796296296296,49.9305555555556,99.8611111111111
2018,002,SAT,Summer,21:00-24:00,EAST,WEST,152.333333333333,161,4,87.5983014861996,111.722222222222,33.4263888888889,66.8527777777778,39.3680555555556,78.7361111111111
2018,002,SAT,Summer,24:00-04:00,EAST,WEST,66.3333333333333,76.6666666666667,3.5,35.5042517006803,31.2951388888889,6.60833333333333,13.2166666666667,17.2256944444444,34.4513888888889
2018,002,SUN,Fall,04:00-06:00,EAST,WEST,0,4.81666666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,002,SUN,Fall,06:00-09:00,EAST,WEST,202.583333333333,235.733333333333,3.82352941176471,35.5791848945221,35.8711550533584,10.1808278867102,20.3616557734205,9.57625272331155,19.1525054466231
2018,002,SUN,Fall,09:00-15:00,EAST,WEST,769.533333333333,775.766666666667,6,65.9573607891432,83.4375,22.7546296296296,45.5092592592593,20.9346405228758,41.8692810457516
2018,002,SUN,Fall,15:00-18:00,EAST,WEST,392.416666666667,399.5,6,80.0485179868574,102.087962962963,25.6078431372549,51.2156862745099,27.1674836601307,54.3349673202615
