Year,line_no,DayType,sheet,Time_Range,direction_name_EastNorth,direction_name_WestSouth,Revenue_Hours,Service_Hours,Average_Trips_Per_Clock_Hour_Per_Direction,Average_APC_Boardings_Per_Revenue_Hour,Average_APC_Boardings_Per_Trip,Average_Peak_Passenger_Load_EastNorth,Average_Peak_Load_Factor_Percentage_EastNorth,Average_Peak_Passenger_Load_WestSouth,Average_Peak_Load_Factor_Percentage_WestSouth
2018,105,SAT,Summer,18:00-21:00,EAST,WEST,60,60,2,11.6111111111111,11.6111111111111,5.69444444444445,23.7268518518518,2.28333333333333,9.51388888888889
2018,105,SAT,Summer,21:00-24:00,EAST,WEST,56.6666666666667,58.6666666666667,2,11.2277777777778,10.6111111111111,6.5,27.0833333333333,2.12222222222222,8.84259259259259
2018,105,SAT,Summer,24:00-04:00,EAST,WEST,3.33333333333333,5.33333333333333,1,7.5,2.5,NULL,NULL,2,8.33333333333333
2018,105,SUN,Fall,04:00-06:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,105,SUN,Fall,06:00-09:00,EAST,WEST,0,3.96666666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,105,SUN,Fall,09:00-15:00,EAST,WEST,193.233333333333,197.2,1.91176470588235,16.6524785323966,16.4980476190476,5.2952614379085,22.0635893246187,3.47313258636788,14.4713857765328
2018,105,SUN,Fall,15:00-18:00,EAST,WEST,102,102,2,18.275,18.275,8.94313725490196,37.2630718954248,2.63562091503268,10.9817538126362
2018,105,SUN,Fall,18:00-21:00,EAST,WEST,101.433333333333,101.433333333333,2,12.7151129943503,12.6194444444444,7.25669934640523,30.2362472766884,0.990359477124183,4.12649782135076
2018,105,SUN,Fall,21:00-24:00,EAST,WEST,96.3333333333333,99.7333333333333,2,10.7666666666667,10.3666666666667,6.07924836601307,25.3302015250545,1.5562091503268,6.48420479302832
2018,105,SUN,Fall,24:00-04:00,EAST,WEST,5.66666666666667,9.06666666666667,1,1.5,0.5,NULL,NULL,0.5,2.08333333333333
2018,105,SUN,Summer,04:00-06:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,105,SUN,Summer,06:00-09:00,EAST,WEST,0,2.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,105,SUN,Summer,09:00-15:00,EAST,WEST,136,138.8,1.91666666666667,9.65277777777778,9.52777777777778,3.09722222222222,12.9050925925926,3.49305555555556,14.5543981481481
2018,105,SUN,Summer,15:00-18:00,EAST,WEST,72,72,2,12.9444444444444,12.9444444444444,6.63888888888889,27.662037037037,2.23611111111111,9.31712962962963
2018,105,SUN,Summer,18:00-21:00,EAST,WEST,72,72,2,7.94444444444445,7.94444444444445,5.16666666666667,21.5277777777778,1.09722222222222,4.57175925925926
2018,105,SUN,Summer,21:00-24:00,EAST,WEST,68,70.4,2,7.96111111111111,7.52777777777778,4.77777777777778,19.9074074074074,1.44444444444444,6.01851851851852
2018,105,SUN,Summer,24:00-04:00,EAST,WEST,4,6.4,NULL,NULL,NULL,NULL,NULL,0,0
2017,106,MF,Fall,04:00-06:00,EAST,WEST,389.333333333333,546.283333333333,2.24657534246575,56.6243936542049,60.0065145020301,21.50918810306,43.01837620612,29.5466125148689,59.0932250297379
2017,106,MF,Fall,06:00-09:00,EAST,WEST,2523.36666666667,2639.45,6.49771689497717,105.91659145197,187.454388483009,29.7187718585818,59.4375437171636,44.8377197762479,89.6754395524957
2017,106,MF,Fall,09:00-15:00,EAST,WEST,5349.68333333333,5376.45,6.08219178082192,107.138973839947,215.369424725052,27.4822706358897,54.9645412717794,31.3626603883139,62.7253207766277
2017,106,MF,Fall,15:00-18:00,EAST,WEST,3469.93333333333,3512.8,7.66666666666667,113.136842294812,233.775805201864,42.9635333685427,85.9270667370852,34.2130691458262,68.4261382916524
2017,106,MF,Fall,18:00-21:00,EAST,WEST,1831.08333333333,2052.51666666667,4.49771689497717,99.2796020367391,184.549830184839,35.6151384937354,71.2302769874708,32.3917846365476,64.7835692730953
2017,106,MF,Fall,21:00-24:00,EAST,WEST,958.733333333333,998.883333333333,2.662100456621,76.8831205230455,124.00329614424,29.3647369167489,58.7294738334978,22.2703409083082,44.5406818166164
2017,106,MF,Fall,24:00-04:00,EAST,WEST,446.516666666667,475.716666666667,2.24657534246575,30.9652236828502,42.9796819934243,12.6344436288147,25.2688872576295,11.0841868320036,22.1683736640072
2017,106,MF,Summer,04:00-06:00,EAST,WEST,261.333333333333,366.683333333333,2.24489795918367,53.3750009068683,58.5633727175081,19.6581632653061,39.3163265306123,33.8852040816327,67.7704081632654
2017,106,MF,Summer,06:00-09:00,EAST,WEST,1694.58333333333,1784.41666666667,6.49659863945578,88.5451449895452,156.227540429284,24.3482302419803,48.6964604839604,40.9608167473339,81.9216334946676
2017,106,MF,Summer,09:00-15:00,EAST,WEST,3605.58333333333,3605.58333333333,6.08163265306122,108.246147839968,218.419365060935,30.7927489177489,61.5854978354978,34.8129108750282,69.6258217500565
2017,106,MF,Summer,15:00-18:00,EAST,WEST,2318.51666666667,2422.23333333333,7.66666666666667,106.886865781139,219.630399732921,41.3526061188185,82.7052122376373,35.950663862036,71.901327724072
2017,106,MF,Summer,18:00-21:00,EAST,WEST,1236.43333333333,1367.1,4.49659863945578,119.4050708791,222.960611214183,45.1998408337694,90.3996816675388,38.7024754346183,77.4049508692365
2017,106,MF,Summer,21:00-24:00,EAST,WEST,643.533333333333,670.483333333333,2.65986394557823,89.3687969540754,144.298386901728,38.2166666666667,76.4333333333333,23.5444444444445,47.0888888888888
2017,106,MF,Summer,24:00-04:00,EAST,WEST,299.716666666667,319.316666666667,2.24489795918367,34.71409204366,47.3484214555936,14.3243764172336,28.6487528344671,12.2840136054422,24.5680272108843
2017,106,SAT,Fall,04:00-06:00,EAST,WEST,29.6333333333333,43.1666666666667,2,34.2913385826772,36.2916666666667,8.91428571428572,17.8285714285714,13.0660714285714,26.1321428571429
2017,106,SAT,Fall,06:00-09:00,EAST,WEST,250.133333333333,258.533333333333,3.83333333333333,70.7602366631032,110.116920194004,17.2878174603175,34.5756349206349,26.2799603174603,52.5599206349206
2017,106,SAT,Fall,09:00-15:00,EAST,WEST,924.933333333333,941.733333333333,5.58333333333333,100.534090756816,197.311649029982,24.6317791005291,49.2635582010582,32.7451455026455,65.490291005291
2017,106,SAT,Fall,15:00-18:00,EAST,WEST,505.633333333333,514.033333333333,6,102.298847663774,205.321296296296,37.3957671957672,74.7915343915344,27.2804894179894,54.5609788359788
2017,106,SAT,Fall,18:00-21:00,EAST,WEST,298.2,315,4.16666666666667,94.6438181518925,161.37619047619,37.1355158730159,74.2710317460318,21.2338718820862,42.4677437641723
2017,106,SAT,Fall,21:00-24:00,EAST,WEST,181.533333333333,196.933333333333,2.66666666666667,82.5892030279127,130.955419501134,33.9613756613757,67.9227513227513,21.0707010582011,42.1414021164021
2017,106,SAT,Fall,24:00-04:00,EAST,WEST,84.7,90.3,2.25,47.3857142857143,64.0458333333333,16.6111111111111,33.2222222222222,16.7142857142857,33.4285714285714
2017,106,SAT,Summer,04:00-06:00,EAST,WEST,19.05,27.75,2,47.4803149606299,50.25,9.75,19.5,15.5,31
2017,106,SAT,Summer,06:00-09:00,EAST,WEST,160.8,166.2,3.81481481481481,81.3074914748508,127.40162037037,17.7824074074074,35.5648148148148,35.9583333333333,71.9166666666667
2017,106,SAT,Summer,09:00-15:00,EAST,WEST,566.1,576.9,5.57407407407407,114.490091954955,214.845897633745,35.2661522633745,70.532304526749,37.5807098765432,75.1614197530864
2017,106,SAT,Summer,15:00-18:00,EAST,WEST,325.05,330.45,6,89.1205638233395,178.165329218107,36.287037037037,72.5740740740741,26.6003086419753,53.2006172839506
2017,106,SAT,Summer,18:00-21:00,EAST,WEST,191.7,202.5,4.14814814814815,114.837601308651,196.752962962963,44.0111111111111,88.0222222222222,27.3611111111111,54.7222222222223
2017,106,SAT,Summer,21:00-24:00,EAST,WEST,116.7,126.6,2.62962962962963,97.4198822478393,155.74800876145,41.0925925925926,82.1851851851852,21.375,42.75
2017,106,SAT,Summer,24:00-04:00,EAST,WEST,54.45,58.05,2.22222222222222,49.7904761904762,67.5707070707071,24.8333333333333,49.6666666666667,12.625,25.25
2017,106,SUN,Fall,04:00-06:00,EAST,WEST,9.3,20.1,1,95.8064516129032,49.5,NULL,NULL,37,74
2017,106,SUN,Fall,06:00-09:00,EAST,WEST,242.4,246.6,3.33333333333333,60.1461627607672,82.4287037037037,15.7703703703704,31.5407407407407,23.6614197530864,47.3228395061728
2017,106,SUN,Fall,09:00-15:00,EAST,WEST,895.5,910.5,4.5,107.524290208604,197.732008377425,28.5552579365079,57.1105158730159,32.3053395061728,64.6106790123457
2017,106,SUN,Fall,15:00-18:00,EAST,WEST,465.6,472.2,4.83333333333333,108.287682933964,193.112962962963,38.8989373897707,77.7978747795414,23.972962962963,47.9459259259259
2017,106,SUN,Fall,18:00-21:00,EAST,WEST,377.7,387.9,4,80.2191008333072,141.063492063492,36.5771164021164,73.1542328042328,17.5953703703704,35.1907407407407
2017,106,SUN,Fall,21:00-24:00,EAST,WEST,162.9,172.8,2,68.8987933900725,104.347222222222,22.275462962963,44.5509259259259,17.2037037037037,34.4074074074074
2017,106,SUN,Fall,24:00-04:00,EAST,WEST,73.2,93,2.5,28.1707875457875,28.1488095238095,9.13293650793651,18.265873015873,16.2361111111111,32.4722222222222
2017,106,SUN,Summer,04:00-06:00,EAST,WEST,6.2,13.4,1,131.612903225806,68,NULL,NULL,52,104
2017,106,SUN,Summer,06:00-09:00,EAST,WEST,161.6,164.4,3.33333333333333,65.01131506487,89.2490740740741,15.9722222222222,31.9444444444444,26.9606481481481,53.9212962962963
2017,106,SUN,Summer,09:00-15:00,EAST,WEST,580.2,590.2,4.5,103.926496046194,185.454184303351,27.4905555555556,54.9811111111111,30.4604695767196,60.9209391534391
2017,106,SUN,Summer,15:00-18:00,EAST,WEST,310.4,314.8,4.83333333333333,107.181843441762,191.074166666667,38.2552777777778,76.5105555555555,26.3,52.6
2017,106,SUN,Summer,18:00-21:00,EAST,WEST,251.8,258.6,4,96.4832306355673,169.690484457672,36.9513888888889,73.9027777777778,26.6430555555555,53.2861111111111
2017,106,SUN,Summer,21:00-24:00,EAST,WEST,108.6,115.2,2,95.8294814573884,145.252314814815,32.1805555555556,64.3611111111111,27.0972222222222,54.1944444444444
2017,106,SUN,Summer,24:00-04:00,EAST,WEST,48.8,62,2.5,44.8574689199689,45.6180555555556,14.0625,28.125,25.5,51
2018,106,MF,Fall,04:00-06:00,EAST,WEST,138.7,175.2,2.49315068493151,90.2356979405034,68.7675346392738,20.5728409767719,41.1456819535438,32,63.9999999999999
2018,106,MF,Fall,06:00-09:00,EAST,WEST,1427.15,1523.26666666667,6.662100456621,86.2955785359614,83.0932999206707,16.6024278033131,33.2048556066262,35.0264459665145,70.0528919330286
2018,106,MF,Fall,09:00-15:00,EAST,WEST,3132.91666666667,3149.95,6.16666666666667,86.870074588013,101.183045714725,17.5963734567901,35.1927469135803,25.3173575271052,50.6347150542104
2018,106,MF,Fall,15:00-18:00,EAST,WEST,1888.26666666667,1955.46666666667,7.16438356164384,113.969350032496,138.0211803588,32.6265582464213,65.2531164928427,33.9985523151652,67.9971046303306
2018,106,MF,Fall,18:00-21:00,EAST,WEST,976.983333333333,1059.71666666667,4.49771689497717,105.602677297972,104.731690162369,27.4968182058602,54.9936364117205,32.8293860820722,65.6587721641446
2018,106,MF,Fall,21:00-24:00,EAST,WEST,637.533333333333,666.733333333333,3,72.4981046646273,70.2849624374755,25.9858190909038,51.9716381818076,21.5649857076798,43.1299714153596
2018,106,MF,Fall,24:00-04:00,EAST,WEST,294.433333333333,323.633333333333,1.66666666666667,22.0182866377461,19.9102101185733,10.5499886897564,21.0999773795128,8.65154902035693,17.3030980407139
2018,106,MF,Summer,04:00-06:00,EAST,WEST,92.8,116.8,2.5,117.314039408867,90.7228571428571,20.6755952380952,41.3511904761905,48.6666666666667,97.3333333333335
2018,106,MF,Summer,06:00-09:00,EAST,WEST,942.4,1005.6,6.66666666666667,86.1721567871108,82.7486212646443,17.3178872053872,34.6357744107744,35.4461451247166,70.8922902494332
2018,106,MF,Summer,09:00-15:00,EAST,WEST,2061.6,2072.8,6.16666666666667,85.4624945476223,99.7818967971804,20.9255952380953,41.8511904761905,26.5186838624339,53.0373677248677
2018,106,MF,Summer,15:00-18:00,EAST,WEST,1238.4,1288,7.16666666666667,103.009307161845,123.64363999847,27.6028356481481,55.2056712962964,34.7145337301587,69.4290674603173
2018,106,MF,Summer,18:00-21:00,EAST,WEST,642.4,696.8,4.5,116.482738020436,115.168056958474,30.3509870607787,60.7019741215575,34.2131658850409,68.4263317700817
2018,106,MF,Summer,21:00-24:00,EAST,WEST,420.8,440,3,75.7539781855388,74.0254525567026,26.4614618020868,52.9229236041736,22.6041351010101,45.2082702020202
2018,106,MF,Summer,24:00-04:00,EAST,WEST,195.2,214.4,1.66666666666667,25.6056300356197,23.6552093339418,13.0627754435107,26.1255508870215,10.1593955254516,20.3187910509031
2018,106,SAT,Fall,04:00-06:00,EAST,WEST,18.25,18.25,1.46666666666667,10.027397260274,8.31818181818182,1.66666666666667,3.33333333333333,2.7,5.4
2018,106,SAT,Fall,06:00-09:00,EAST,WEST,144.75,155.25,3.48888888888889,82.4441231166149,75.6344932844933,7.24814814814815,14.4962962962963,37.75,75.5
2018,106,SAT,Fall,09:00-15:00,EAST,WEST,558,565,5.57777777777778,84.9393330080147,94.0658714027616,14.4137962962963,28.8275925925926,20.1416666666667,40.2833333333334
2018,106,SAT,Fall,15:00-18:00,EAST,WEST,313.5,317,6.15555555555556,94.3275677658539,106.976503498411,20.423544973545,40.8470899470899,26.2037037037037,52.4074074074074
2018,106,SAT,Fall,18:00-21:00,EAST,WEST,186.25,193.25,4.15555555555556,94.50692968773,94.3242705125168,17.0866666666667,34.1733333333333,28.7902777777778,57.5805555555555
2018,106,SAT,Fall,21:00-24:00,EAST,WEST,130,136,3,77.8498789346247,74.8253968253968,20.4777777777778,40.9555555555556,24.3892857142857,48.7785714285714
2018,106,SAT,Fall,24:00-04:00,EAST,WEST,64.75,70.75,1.66666666666667,27.700012950013,25.6694444444444,12.2611111111111,24.5222222222222,12.5916666666667,25.1833333333333
2018,106,SAT,Summer,04:00-06:00,EAST,WEST,12.1666666666667,12.1666666666667,1.5,12.986301369863,10.5333333333333,1.3,2.6,5.33333333333333,10.6666666666667
2018,106,SAT,Summer,06:00-09:00,EAST,WEST,96.5,103.5,3.5,58.2666412436161,53.7432208994709,9.66388888888889,19.3277777777778,21.25,42.5
2018,106,SAT,Summer,09:00-15:00,EAST,WEST,372,376.666666666667,5.58333333333333,77.4014801227712,85.8662658329325,16.5562698412698,33.1125396825397,21.5018518518519,43.0037037037037
2018,106,SAT,Summer,15:00-18:00,EAST,WEST,209,211.333333333333,6.16666666666667,87.9811635540053,99.4829008954009,18.1280423280423,36.2560846560847,23.7111111111111,47.4222222222222
2018,106,SAT,Summer,18:00-21:00,EAST,WEST,124.166666666667,128.833333333333,4.16666666666667,107.582928521693,106.446483686067,23.6272619047619,47.2545238095238,29.2319444444444,58.4638888888889
2018,106,SAT,Summer,21:00-24:00,EAST,WEST,86.6666666666667,90.6666666666667,3,86.3147616307456,83.1226851851852,27.5259259259259,55.0518518518519,28.4944444444444,56.9888888888889
2018,106,SAT,Summer,24:00-04:00,EAST,WEST,43.1666666666667,47.1666666666667,1.66666666666667,36.1510878010878,34.3777777777778,19.5833333333333,39.1666666666667,14.3166666666667,28.6333333333333
2018,106,SUN,Fall,04:00-06:00,EAST,WEST,4.25,8.21666666666667,1,46.6666666666667,11.6666666666667,NULL,NULL,9.33333333333333,18.6666666666667
2018,106,SUN,Fall,06:00-09:00,EAST,WEST,141.1,141.1,3.15686274509804,45.1776689360773,40.6304143126177,7.00871459694989,14.0174291938998,16.8927015250545,33.7854030501089
2018,106,SUN,Fall,09:00-15:00,EAST,WEST,465.233333333333,473.166666666667,4.49019607843137,77.6216085109833,78.8091171077411,12.2973039215686,24.5946078431372,20.0759803921569,40.1519607843137
2018,106,SUN,Fall,15:00-18:00,EAST,WEST,258.116666666667,258.116666666667,5,94.1456929913941,95.0960942760943,22.6338779956427,45.2677559912854,18.1470588235294,36.2941176470588
2018,106,SUN,Fall,18:00-21:00,EAST,WEST,196.066666666667,203.433333333333,4,81.6004400314024,78.7708333333334,24.2489379084967,48.4978758169935,21.0124183006536,42.0248366013072
2018,106,SUN,Fall,21:00-24:00,EAST,WEST,101.433333333333,104.833333333333,2.15686274509804,70.4838281797854,64.4049603174603,23.2709150326797,46.5418300653595,18.0563569872393,36.1127139744787
2018,106,SUN,Fall,24:00-04:00,EAST,WEST,57.2333333333333,64.0333333333333,1.73529411764706,18.4914533995416,19.9060714285714,7.9968487394958,15.9936974789916,7.17647058823529,14.3529411764706
2018,106,SUN,Summer,04:00-06:00,EAST,WEST,3,5.8,1,52,13,NULL,NULL,9,18
2018,106,SUN,Summer,06:00-09:00,EAST,WEST,99.6,99.6,3.16666666666667,46.5856619069,41.3367724867725,8.14074074074074,16.2814814814815,19.9537037037037,39.9074074074074
2018,106,SUN,Summer,09:00-15:00,EAST,WEST,328.4,334,4.5,90.3269081808241,91.6317195767196,11.9907341269841,23.9814682539682,17.4710317460317,34.9420634920635
2018,106,SUN,Summer,15:00-18:00,EAST,WEST,182.2,182.2,5,84.3624488014877,85.3764862914863,20.9693939393939,41.9387878787879,19.1144444444444,38.2288888888889
2018,106,SUN,Summer,18:00-21:00,EAST,WEST,138.4,143.6,4,98.0031558199112,94.0999609187109,26.0140151515152,52.0280303030303,25.5347222222222,51.0694444444445
2018,106,SUN,Summer,21:00-24:00,EAST,WEST,71.6,74,2.16666666666667,79.3267419962335,72.3851851851852,23.2037037037037,46.4074074074074,20.8333333333333,41.6666666666667
2018,106,SUN,Summer,24:00-04:00,EAST,WEST,40.7166666666667,45.6833333333333,1.75,27.206829803438,28.5381944444444,12.5916666666667,25.1833333333333,10.5464743589744,21.0929487179487
2017,109,MF,Fall,04:00-06:00,NORTH,SOUTH,73,111.933333333333,1,12.152380952381,12.152380952381,5.18856273102849,21.6190113792853,4.25526870389884,17.7302862662452
2017,109,MF,Fall,06:00-09:00,NORTH,SOUTH,371.083333333333,410.016666666667,1.66666666666667,20.766216075007,21.0314293358775,5.63356751917301,23.4731979965542,8.73422776655193,36.3926156939664
2017,109,MF,Fall,09:00-15:00,NORTH,SOUTH,468.416666666667,468.416666666667,1,16.156433192935,17.316781272694,4.17782767681575,17.4076153200656,5.43928010051636,22.6636670854849
2017,109,MF,Fall,15:00-18:00,NORTH,SOUTH,622.933333333333,622.933333333333,2,15.7232211515415,22.3977639449477,7.79666871400132,32.4861196416722,6.80639304418989,28.3599710174579
2017,109,MF,Fall,18:00-21:00,NORTH,SOUTH,294.433333333333,319.983333333333,1.33333333333333,13.4992079626782,13.6125949179552,5.99059880929487,24.960828372062,4.30314373548111,17.9297655645046
2017,109,MF,Fall,21:00-24:00,NORTH,SOUTH,219,219,1,7.50289406901332,7.50289406901332,4.29338879880216,17.889119995009,2.25260010675055,9.3858337781273
2017,109,MF,Fall,24:00-04:00,NORTH,SOUTH,170.333333333333,192.233333333333,1,4.69541649101981,3.01208315768647,1.89147821175487,7.88115921564529,1.39530362197566,5.81376509156525
2017,109,MF,Summer,04:00-06:00,NORTH,SOUTH,49,75.1333333333333,1,11.2401709401709,11.2401709401709,6.27158555729984,26.1316064887494,2.38888888888889,9.95370370370371
2017,109,MF,Summer,06:00-09:00,NORTH,SOUTH,249.083333333333,275.216666666667,1.66666666666667,17.5195436741027,17.7230812929345,4.5620995241531,19.0087480173046,8.33889361300075,34.7453900541698
2017,109,MF,Summer,09:00-15:00,NORTH,SOUTH,314.416666666667,314.416666666667,1,16.1125347030956,17.2445977802054,3.764172765356,15.6840531889833,5.93202481310251,24.7167700545938
2017,109,MF,Summer,15:00-18:00,NORTH,SOUTH,418.133333333333,418.133333333333,2,13.8903279157772,19.6910468073839,6.63184987799834,27.6327078249931,6.45240309336948,26.8850128890395
2017,109,MF,Summer,18:00-21:00,NORTH,SOUTH,197.633333333333,214.783333333333,1.33333333333333,12.5937587135405,12.7048202376167,5.50134989439998,22.9222912266666,3.77602836638077,15.7334515265865
2017,109,MF,Summer,21:00-24:00,NORTH,SOUTH,147,147,1,7.30305585073387,7.30305585073387,4.08371385514243,17.0154743964268,2.33047865762846,9.71032774011861
2017,109,MF,Summer,24:00-04:00,NORTH,SOUTH,114.333333333333,129.033333333333,1,4.01719952832191,3.08386619498858,1.61789965986395,6.74124858276644,1.76923910493733,7.37182960390553
2017,109,SAT,Fall,04:00-06:00,NORTH,SOUTH,14,26.8333333333333,1,5.51428571428571,5.51428571428571,2.27142857142857,9.46428571428572,2.78571428571429,11.6071428571429
2017,109,SAT,Fall,06:00-09:00,NORTH,SOUTH,42,42,1,7.45661375661376,7.45661375661376,2.96984126984127,12.3743386243386,2.71428571428571,11.3095238095238
2017,109,SAT,Fall,09:00-15:00,NORTH,SOUTH,84,84,1,14.2619288119288,14.2619288119288,3.63888888888889,15.162037037037,5.35575139146568,22.3156307977737
2017,109,SAT,Fall,15:00-18:00,NORTH,SOUTH,42,42,1,16.7740740740741,16.7740740740741,4.72354497354497,19.6814373897707,5.13809523809524,21.4087301587302
2017,109,SAT,Fall,18:00-21:00,NORTH,SOUTH,42,42,1,11.5796296296296,11.5796296296296,3.62367724867725,15.0986552028219,3.51428571428571,14.6428571428571
2017,109,SAT,Fall,21:00-24:00,NORTH,SOUTH,42,42,1,6.4212962962963,6.4212962962963,3.01428571428571,12.5595238095238,2.59034391534392,10.7930996472663
2017,109,SAT,Fall,24:00-04:00,NORTH,SOUTH,26.3666666666667,31.7333333333333,1,4.01437556154537,3.73214285714286,2.19642857142857,9.15178571428572,2.80059523809524,11.6691468253968
2017,109,SAT,Summer,04:00-06:00,NORTH,SOUTH,9,17.25,1,4.74285714285714,4.74285714285714,1.71111111111111,7.12962962962963,2.25396825396825,9.39153439153439
2017,109,SAT,Summer,06:00-09:00,NORTH,SOUTH,27,27,1,7.83333333333333,7.83333333333333,3.33227513227513,13.8844797178131,2.51111111111111,10.462962962963
2017,109,SAT,Summer,09:00-15:00,NORTH,SOUTH,54,54,1,13.5123015873016,13.5123015873016,2.4,10,5.65458553791887,23.560773074662
2017,109,SAT,Summer,15:00-18:00,NORTH,SOUTH,27,27,1,15.8333333333333,15.8333333333333,3.87592592592593,16.1496913580247,5.42592592592593,22.608024691358
2017,109,SAT,Summer,18:00-21:00,NORTH,SOUTH,27,27,1,12.7539682539683,12.7539682539683,3.92195767195767,16.3414902998236,4.01851851851852,16.7438271604938
2017,109,SAT,Summer,21:00-24:00,NORTH,SOUTH,27,27,1,3.16666666666667,3.16666666666667,2.02222222222222,8.42592592592593,1.37037037037037,5.70987654320988
2017,109,SAT,Summer,24:00-04:00,NORTH,SOUTH,16.95,20.4,1,2.71428571428571,2.54761904761905,1.71428571428571,7.14285714285714,1.72222222222222,7.17592592592593
2017,109,SUN,Fall,04:00-06:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017,109,SUN,Fall,06:00-09:00,NORTH,SOUTH,43.5,51,1,12.6447718947719,10.3644688644689,8.1441798941799,33.9340828924162,2.80519480519481,11.6883116883117
2017,109,SUN,Fall,09:00-15:00,NORTH,SOUTH,108,108,1,12.8425949050949,12.8425949050949,3.50129731379731,14.5887388074888,4.58666703666704,19.1111126527793
2017,109,SUN,Fall,15:00-18:00,NORTH,SOUTH,54,54,1,12.5230769230769,12.5230769230769,3.47989417989418,14.4995590828924,3.84676434676435,16.0281847781848
2017,109,SUN,Fall,18:00-21:00,NORTH,SOUTH,54,54,1,9.94018296518297,9.94018296518297,3.88157033295922,16.1732097206634,2.88996743996744,12.0415309998643
2017,109,SUN,Fall,21:00-24:00,NORTH,SOUTH,52.5,52.5,1,5.21283287419651,5.04671717171717,2.1364898989899,8.90204124579124,2.19309764309764,9.13790684624018
2017,109,SUN,Fall,24:00-04:00,NORTH,SOUTH,15.9,22.8,1,5.18867924528302,4.58333333333333,1.16666666666667,4.86111111111111,2.63624338624339,10.9843474426808
2017,109,SUN,Summer,04:00-06:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017,109,SUN,Summer,06:00-09:00,NORTH,SOUTH,29,34,1,12.3992063492063,10.265873015873,9.29166666666667,38.7152777777778,2.81150793650794,11.7146164021164
2017,109,SUN,Summer,09:00-15:00,NORTH,SOUTH,72,72,1,12.9991883116883,12.9991883116883,3.51203703703704,14.633487654321,4.03754208754209,16.8230920314254
2017,109,SUN,Summer,15:00-18:00,NORTH,SOUTH,36,36,1,13.0780423280423,13.0780423280423,3.4429012345679,14.3454218106996,4.57142857142857,19.0476190476191
2017,109,SUN,Summer,18:00-21:00,NORTH,SOUTH,36,36,1,9.0478835978836,9.0478835978836,3.72777777777778,15.5324074074074,2.68214285714286,11.1755952380952
2017,109,SUN,Summer,21:00-24:00,NORTH,SOUTH,35,35,1,6.09292929292929,5.88333333333333,3.22407407407407,13.4336419753086,1.82685185185185,7.61188271604938
2017,109,SUN,Summer,24:00-04:00,NORTH,SOUTH,10.6,15.2,1,6.69811320754717,5.91666666666667,2.28571428571429,9.52380952380952,2.83333333333333,11.8055555555556
2018,109,MF,Fall,04:00-06:00,NORTH,SOUTH,73,118.016666666667,1,12.5125205331954,11.4698104887625,4.50966993432747,18.7902913930311,4.80915317559153,20.0381382316314
2018,109,MF,Fall,06:00-09:00,NORTH,SOUTH,371.083333333333,416.1,1.66666666666667,21.0120683391627,21.2757058002999,5.33268144487037,22.2195060202932,9.19796720731279,38.3248633638033
2018,109,MF,Fall,09:00-15:00,NORTH,SOUTH,462.333333333333,462.333333333333,1,17.962050156062,18.9874680209017,4.92276700273213,20.5115291780505,6.28306550931631,26.1794396221513
2018,109,MF,Fall,15:00-18:00,NORTH,SOUTH,438,438,2,21.4028678874879,21.4028678874879,8.07790494952319,33.6579372896799,5.86832851181353,24.4513687992231
2018,109,MF,Fall,18:00-21:00,NORTH,SOUTH,294.433333333333,294.433333333333,1.33333333333333,14.3964401300594,14.523486356389,7.18551746098696,29.9396560874457,3.85553631744474,16.0647346560197
2018,109,MF,Fall,21:00-24:00,NORTH,SOUTH,219,219,1,9.22503069128257,9.22503069128257,4.41811284817391,18.408803534058,2.88830069393066,12.0345862247111
2018,109,MF,Fall,24:00-04:00,NORTH,SOUTH,165.466666666667,187.366666666667,1,4.72943581912703,3.18256081912703,1.81189674714368,7.54956977976535,1.2673603373315,5.28066807221457
2018,109,MF,Summer,04:00-06:00,NORTH,SOUTH,48,77.6,1,11.5033444970945,11.5033444970945,4.7025462962963,19.5939429012346,4.85247747747748,20.2186561561562
2018,109,MF,Summer,06:00-09:00,NORTH,SOUTH,244,273.6,1.66666666666667,19.7360999989429,19.9768402229492,5.29511897584975,22.0629957327073,8.82508294597756,36.7711789415731
2018,109,MF,Summer,09:00-15:00,NORTH,SOUTH,308,308,1,18.7201350848617,20.0600611174615,4.7498721646861,19.7911340195254,6.7593253968254,28.1638558201058
2018,109,MF,Summer,15:00-18:00,NORTH,SOUTH,409.6,409.6,2,14.2275945955322,20.3039971752366,6.8964037466941,28.7350156112254,5.7491183859338,23.9546599413908
2018,109,MF,Summer,18:00-21:00,NORTH,SOUTH,193.6,210.4,1.33333333333333,13.7650064885162,13.8917170828445,5.32748321123321,22.1978467134717,3.95735440009337,16.4889766670557
