Year,line_no,Annual_APC_Boardings,AVG_Daily_APC_Boardings_MF,AVG_Daily_APC_Boardings_Sat,AVG_Daily_APC_Boardings_SunHol,Annual_Service_Cost,Annual_Revenue_Hours,Annual_Service_Hours,Service_Cost_Per_APC_Boarding,Average_APC_Boarding_Per_Revenue_Hour,Average_Passenger_Turnover,Perc_Trips_w_Overcrowding,Average_Passenger_Load_Bi_Directional,Average_Peak_Load_Factor,Average_Capacity_Utilization,Percentage_of_Revenue_Hours_with_Overcrowding,Annual_Revenue_Hours_with_Overcrowding,On_Time_Performance_Percentage,Bus_Bunching_Percentage,AVG_speed_km_per_hr
2016,103,427121.30462813,1369.67812462773,823.876012588041,661.847413400515,1190259.4,17174.8333333333,18034.2333333333,2.78670107789704,24.8690218029168,34.7146890753539,0.041000410004,6.35326989325567,26.4719578885653,NULL,NULL,NULL,NULL,NULL,16.3973621416091
2017,103,470750.171897107,1500.41561853405,902.243657019451,771.997302635332,1236396.7,17651.7,18733.2833333333,2.6264391896393,26.6688291720971,34.6838092020623,0.271790657986,5.8112756055697,24.2136483565405,NULL,NULL,NULL,NULL,NULL,13.384226282347
2018,103,444021.560698109,1416.99547719953,994.046541693601,601.491742724868,1342618.2,19648.1833333333,20342.7,3.02376803029357,22.5986063528236,31.3928956164921,0.149164677804,5.3985697860982,22.4940407754091,7.64118010303861,0.15864,31.1620187666667,84.91072184938,1.26365747421,12.914732030248
2014,104,673205.065044488,2414.24099351129,743.489423076923,504.760109289617,1686259.75,14126.25,16059.6166666667,2.50482332584436,47.6563182050784,46.1786038552111,2.512786301979,21.6263376980725,43.252675396145,NULL,3.073859,434.2126725,75.616991574014,0.652470508423,29.0499800926667
2015,104,697997.3673072,2501.23100256213,756.854901960784,521.975683060109,1692666.5,14089.1166666667,16120.6333333333,2.42503278562515,49.5415989391717,51.0995772517454,5.681565488103,23.5819321883364,47.163864376673,NULL,6.731185,948.35253195,77.153367700089,0.766492048286,28.7614399009554
2016,104,716199.821924858,2581.1489543661,722.348427672956,518.196111111111,1715154,14865.7,16334.8,2.39479813802572,48.1780085650093,45.5283021790587,0.690789473684,18.6214815685046,37.2429631370092,12.9485414517674,0.75461,112.1765722,69.916682813408,1.400892050425,28.7175862773284
2017,104,779372.651549961,2802.20703520189,880.914,489.046213895394,1688172.5,15640.6,16077.8333333333,2.16606586931512,49.8300993280284,51.365778595269,5.169455169455,23.1573458172016,46.3146916344031,19.9358252780601,5.939675,928.9890776,73.961426316775,1.148918541409,28.0026369145085
2018,104,928589.238918095,3268.33661129143,1167.94463492064,802.463862433862,1717401,15750.1666666667,16356.2,1.84947329564249,58.9574230273602,61.8000919377347,8.513600342685,27.9555278602494,55.9110557204989,28.8265469230146,9.165497,1443.56577566667,76.74994076921,0.992759437165,27.1722640254293
2014,105,NULL,NULL,NULL,NULL,606568.6,9171.81666666667,9190.43333333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.5140109133232
2015,105,139115.794351576,467.579659878377,364.6233436853,274.376577513396,597988.6,8757.13333333333,9060.43333333333,4.29849538499384,15.8859970559135,26.7021732192332,0.068166325835,5.10481469996471,21.270061249853,NULL,NULL,NULL,NULL,NULL,15.5156012996662
2016,105,124686.462273764,365.391433599441,340.786163522013,252.27562012062,651698.3,9466.53333333333,9874.21666666667,5.22669653237188,13.1712906809002,37.6468406593407,0,5.15679487179487,21.4866452991452,NULL,NULL,NULL,NULL,NULL,18.1402553059436
2017,105,226491.611954084,716.050104541028,489.027666666667,363.420530835285,797247,11359.5,12079.5,3.51998466133759,19.9385194730476,37.9736274750471,0.276548672566,5.61079365874717,23.3783069114466,NULL,NULL,NULL,NULL,NULL,19.4179690034961
2018,105,228456.99737616,710.915379980831,539.65641025641,368.050317460317,833496.4,12304.0333333333,12628.7333333333,3.64837325874343,18.5676510447382,37.3408908378716,0.152017689331,5.64051530056152,23.5021470856731,10.2975566285891,0.184441,22.6886374666667,63.70128670812,0.121938678067,19.3664208001975
2014,106,5479078.46191274,16679.0531782759,12994.1227012304,10126.6877630566,7100616.25,64181.05,67624.9166666667,1.29595082446058,85.369099787441,156.79976155275,2.642334378861,27.1042665062108,54.2085330124214,NULL,3.00727,1930.0525356,76.6691042929,4.160085687987,16.1117223388127
2015,106,5992649.35465716,18331.2101222361,14083.3783638475,10743.8856974082,7356279,66425.7666666667,70059.8,1.22755038124884,90.2157348778385,164.649501993335,3.72112917023,28.2541857154811,56.5083714309625,NULL,4.016267,2667.79164086667,77.031491934992,4.358087241107,15.7295397107925
2016,106,5873596.2865706,18247.6381580373,13194.0448817954,10102.439472102,7414517.25,67229.4166666667,70614.45,1.26234710188587,87.3664621499359,175.272957887823,6.254158349966,30.548155229105,61.0963104582099,32.601236596156,6.886873,4629.955467,74.552394985366,5.682156273441,15.5228852107999
2017,106,6226603.95220163,19409.3497307984,13793.4120476191,10769.3384453782,7273488.25,66378.3666666667,69271.3166666667,1.16813086328193,93.8047177850861,185.092062232237,6.627134724857,31.2425014424261,62.4850028848521,33.7330177223527,7.199205,4778.71137306667,76.145572539201,5.044175505297,15.4519594013795
2018,106,3392740.58436369,10571.8989724087,7650.1492457329,5559.5124525012,4221505.75,38665.75,40204.8166666667,1.24427601964497,87.7453711453595,94.5938399190064,2.487609607319,23.9264868400131,47.8529736800263,22.3288590627861,2.930893,1133.215801,77.794957267988,4.310993638562,15.4504387601056
2014,109,145175.784156366,443.203469958799,334.944230769231,277.652732240437,851752,12272.65,12905.3333333333,5.86703908609573,11.8292124485231,25.2928024300028,0,4.04212910694075,16.8422046122531,NULL,0,0,92.256420309743,0.022258837014,23.8818304126791
2015,109,101286.856687838,327.099426751353,186.124183006536,162.256830601093,598304.3,8665.51666666667,9065.21666666667,5.9070280149373,11.6884959759474,22.5807271590662,0,3.57549578465674,14.8978991027364,NULL,0,0,93.369472182596,0.010750655233,23.5948770895377
2016,109,104357.801376047,339.262851481198,160.083647798742,182.027586206897,620099.7,8906.03333333333,9395.45,5.94205408530513,11.7176522330607,23.9179447852761,0,3.73242866880904,15.5517861200376,9.53368952285717,0,0,91.452139733156,0.030013016881,22.9001093795366
2017,109,126285.814177324,407.856358182992,226.306968975469,196.122456141309,683882.1,9813.93333333333,10361.85,5.41535171194864,12.8680122319957,31.0345087818796,0.018978933383,5.00746736497307,20.8644473540544,11.0153224239093,0.014481,1.4132064,94.605212194986,0.016036167725,19.8320018764214
2018,109,139058.948109584,449.84192216286,247.400488560585,220.184313839755,671256.3,9622.56666666667,10170.55,4.82713488865904,14.4513364185145,32.4489387535749,0.018960940462,5.27259755300396,21.9691564708498,11.5672944198571,0.028077,2.69431866666667,93.280017771853,0.013806303832,19.5003648140644
2014,110,787134.106653069,2630.08561073926,1274.74262820513,1020.78831641946,2966496.2,26162.0166666667,28282.5666666667,3.76873035347646,30.0869048698362,58.7739015115634,0.935000563253,13.4483446934951,26.9098695154119,NULL,1.152891,301.595728133333,78.707872833947,0.511501971458,23.8081040005909
2015,110,884713.463449547,2914.50052046485,1547.17091503268,1238.94453551913,2939099.95,25974.7,28021.65,3.32209248691694,34.0605844706405,64.4351478193102,1.090868196131,14.921136258029,29.8539684224907,NULL,0.66744,173.3551478,79.992658277218,0.570288778228,23.8111381488266
2016,110,917940.354156733,3024.07512752803,1592.43233333333,1264.26931013431,3019765.8,26324.0833333333,28788.85,3.28971897392409,34.8707433620063,68.4147648197285,2.450316169828,16.2817794455089,32.5672587999432,16.3077790629639,1.756122,462.277227416667,77.250481981313,0.912713873509,23.4532833746276
2017,110,1027378.75626643,3375.40125812843,1778.51066666667,1461.0137782982,3109814.75,26528.65,29617.2833333333,3.02694087358912,38.7271405166274,75.147141840703,1.133812303547,15.911397167076,31.822794334152,15.468408674767,0.77383,205.2786937,78.122323111187,0.593574747465,23.2270705224583
2018,110,1155665.50560905,3772.59283989652,2076.29125457876,1673.42806216931,3219408.5,27525.7833333333,30661.0333333333,2.78576152387912,41.9848362393217,81.3478524954683,2.158433466844,17.0790941270824,34.1581882541647,17.0164737101473,1.201203,330.6397094,78.79932253044,0.440325542471,23.22646627508
2014,112,1081836.91953755,3420.32462576926,2378.13688186813,1646.34664324746,1865302.25,16387.15,17764.7833333333,1.72419910645807,66.0173928680431,52.4616006969999,1.128229069405,18.5255741029901,37.0511482059802,NULL,1.410256,231.0915893,95.241696883411,0.207290647697,19.6553109578134
2015,112,1200918.18576765,3810.06926211821,2545.86185807656,1871.84014441842,1891921.5,16388.5833333333,18018.3,1.57539582831003,73.2777300723154,55.8254395967395,0.81585081585,19.8284243458904,39.656848691781,NULL,1.017993,166.81938975,94.606070136813,0.215903655665,19.1682658590121
2016,112,1201433.64355014,3831.47302499421,2566.66516921234,1746.52722222222,1883288.75,16385.7833333333,17936.0833333333,1.56753455349813,73.32170938121,58.6706041116075,2.455322455322,20.8963617810745,41.7927235621489,23.6804463117264,3.143869,515.136256433333,93.798862828713,0.31522037448,18.7665255770997
2017,112,1271047.38083401,4092.12503757138,2651.60635664336,1768.33489461358,1896205.5,16721.6166666667,18059.1,1.4918448584944,76.0122305259966,62.4354643589025,3.347052884988,21.4378733832968,42.8757467665935,22.8766075725173,4.386428,733.476993466667,93.616640972361,0.340654305691,18.395774352544
2018,112,1466207.62809155,4684.13060744364,3177.17352793967,2057.51310185185,1816965.5,16474.8,17304.4333333333,1.23922796825508,88.9969910464195,67.573573480912,4.238533529275,23.426056582258,46.8521131645159,26.2484894331404,5.38626,887.3656776,93.521327860074,0.437634365929,18.3939200392309
2014,116,547132.953974826,1981.1478158993,526.317307692308,401.270491803279,1559973.1,15161.4333333333,16153.9833333333,2.85117737593224,36.0871523124348,52.0909695291206,4.773206751054,16.5916606731876,36.148774932873,NULL,5.706715,865.217516033333,83.977068735885,0.111463459491,27.91064518471
