Year,line_no,Annual_APC_Boardings,AVG_Daily_APC_Boardings_MF,AVG_Daily_APC_Boardings_Sat,AVG_Daily_APC_Boardings_SunHol,Annual_Service_Cost,Annual_Revenue_Hours,Annual_Service_Hours,Service_Cost_Per_APC_Boarding,Average_APC_Boarding_Per_Revenue_Hour,Average_Passenger_Turnover,Perc_Trips_w_Overcrowding,Average_Passenger_Load_Bi_Directional,Average_Peak_Load_Factor,Average_Capacity_Utilization,Percentage_of_Revenue_Hours_with_Overcrowding,Annual_Revenue_Hours_with_Overcrowding,On_Time_Performance_Percentage,Bus_Bunching_Percentage,AVG_speed_km_per_hr
2014,008,5310093.09715654,16221.1252135822,11748.3075497012,10312.0568498884,7581596.75,69107.2833333333,72205.6833333333,1.42777096583482,76.83840025289,78.2874634547453,0.23916613122,21.5016095204829,30.7165850292612,NULL,0.290018,200.411121666667,66.031664507192,8.496636553761,14.450521483621
2015,008,5468000.20425824,16610.7522698746,12622.0819636052,10641.5785242468,7415430.75,67652.55,70623.15,1.3561504156904,80.824746506351,83.6350577976244,0.41276215975,22.0816966353574,31.5452809076534,NULL,0.546234,369.5182281,68.929299961144,7.441716732057,14.2911444218632
2016,008,5545528.07097652,16746.745468621,12999.9688636019,10867.0309008394,7411563.25,67706.9166666667,70586.3166666667,1.33649368556796,81.9048975199706,89.1691532329717,1.16763349695,24.0830711432494,34.4043873474992,22.166105904266,1.361727,921.96508425,71.400793601225,6.877383964994,14.1593771583394
2017,008,5835369.98067333,17684.1952731585,13644.9859332889,11361.7364007557,7485730,68319.8666666667,71292.6666666667,1.2828201167694,85.412490764131,91.9545826035198,0.463976838276,24.1432622556663,34.4903746509516,21.9960355055548,0.556776,380.336697733333,68.810962669523,7.830051838045,14.0628188922208
2018,008,5845968.76078873,17726.4737349298,13712.5473977412,11161.2232617845,7611224.25,69372.1,72487.85,1.30196115672933,84.269738998657,90.3983046701479,0.221247096131,23.068766392332,32.9553805604743,21.2081838220268,0.259823,180.2287158,72.152000128161,6.918135499552,13.9040830939424
2014,009,8007915.43501894,25085.9187382375,16941.0729411348,13706.7208883153,11571085.75,103168.866666667,110200.816666667,1.44495603679819,77.619496014162,139.24397667258,4.228169775615,25.6036998746124,54.4670496547037,NULL,5.418718,5590.41137806667,80.86948139944,5.199204522424,15.2129672351103
2015,009,7332633.44942951,22801.7259026108,15655.4699693009,13126.573584849,11076219,98321.8833333333,105487.8,1.51053766377232,74.5778376169853,131.71112316118,3.432793407217,23.6922079839993,50.4015751369656,NULL,4.763547,4683.56291258333,79.738442700283,5.412782942116,15.2312618516073
2016,009,7071054.00732396,22069.3436116123,14515.9537186975,12568.0862332766,11121575.5,98756.9166666667,105919.766666667,1.57283136127664,71.6005951379672,129.322715759314,2.989485649332,23.1600085586508,49.2664273082248,25.1617914933677,3.839662,3791.87057233333,79.260193590154,5.70556402863,15.1916088606656
2017,009,7275817.79839242,22680.5528377784,15320.0065878905,12862.042186593,11221897.75,99812.5666666667,106875.216666667,1.54235552084323,72.8948071507938,132.204141851729,3.485758187974,23.4293890594262,49.8448599803123,26.4181906180777,5.095069,5085.45027166667,81.167680707585,4.735711709176,15.1137871558222
2018,009,7396077.55822952,22939.5338067583,15936.7314778644,13346.482828183,11241693.75,99923.9666666667,107063.75,1.51995347013249,74.0170532150897,136.564737609133,4.23379649362,25.0434898895839,53.2800210406314,28.0745892653551,5.883235,5878.72680693333,81.057714408073,5.121054885309,15.0716910212911
2014,010,3719256.70327081,12208.5129225575,6569.00627289376,5227.8187941141,6298174.75,59457.65,59982.6166666667,1.69339608757342,62.5530390668115,68.0097033783555,1.936676309868,24.4069735577363,38.2351781251296,NULL,2.25145,1338.6295321,71.422354008289,6.3116026255,17.0983440505296
2015,010,3917724.70123313,12639.2445508825,7321.49119981324,6200.40184134483,7066955,65892.2,67304.3333333333,1.80384165272655,59.4565775802467,73.7985445784512,2.03712632594,23.8106364474481,37.359640975522,NULL,2.35852,1554.067537,69.877580557621,6.590226094941,17.0511003155832
2016,010,4291949.60869952,13925.3930796754,7631.49365828091,6473.24180375179,7581210,70377.4666666667,72202,1.76637907971551,60.9847130336157,78.0560496563208,1.639018180371,23.7619432513592,37.4886591691893,18.7457781836487,1.918486,1350.12132053333,70.831682432767,5.710846495717,16.5636719861506
2017,010,4762122.11094777,15484.8986259108,8511.43738095238,7227.13420977928,7843612,72722,74701.0666666667,1.6470833416825,65.4839266102111,86.0586560055567,3.09026836541,24.4386644481963,40.3366412075715,20.0735007532719,3.548603,2580.612892,74.201918778168,4.770439726987,16.4308017103268
2018,010,4870655.62793783,15861.3083546806,9023.13232982295,7024.18874639249,8015990.5,74391.85,76342.7666666667,1.64577237898338,65.4729735574236,83.6407927926915,2.823511309432,25.1755796381445,39.324682611063,20.1946630729718,3.178619,2364.6193441,77.84172834399,4.283695190039,16.3100714893999
2014,014,5236334.85174708,15698.3925750388,13209.1430940826,10005.1246882619,9290389.5,82131.9666666667,88479.9,1.77421608110113,63.755137789392,151.000416888813,8.807427845661,26.504140128424,56.3529228196052,NULL,10.64984,8746.89018606666,74.197548574252,3.873228420361,18.0055904127414
2015,014,5286945.14933971,15595.7400209961,13911.3385107949,10648.141384993,9427530,83310.35,89786,1.78317151657558,63.4608442929325,150.42120364004,8.136551424222,26.4669755896247,56.2846637505303,NULL,10.46514,8718.51143785,73.162441671853,3.843933621049,17.9204724889743
2016,014,5520377.85079561,16295.1208298616,14090.3161113243,11212.2828793891,9522450,84062.5666666667,90690,1.72496344586768,65.6698703084521,156.395231646232,9.168879794505,27.5431816728901,58.581846374072,35.1443668289678,11.38277,9568.58977596667,70.39909114698,4.590129008582,17.8815497082999
2017,014,5741378.3864605,16874.6325061343,15129.2350418471,11800.793311395,9517018,84037.6666666667,90638.2666666667,1.65761901748948,68.3191075405929,155.23559200336,6.160003480227,25.4168890823732,54.0522315884845,28.2295636185289,7.511793,6312.657407,71.946661278917,4.569807410907,17.6266784751347
